,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
140,two dice are thrown simultaneously . what is the probability of getting two numbers whose product is not an even ?,b,probability, 1 / 2 , 1 / 4 , 2 / 3 , 2 / 5 , 3 / 7 
141,"if 4 consecutive letters are selected at random from the english alphabet , then the probability that one of the letters is a vowel is ?",d,probability, 13 / 23 , 16 / 23 , 11 / 23 , 17 / 23 , 18 / 23 
142,there are 7 girls and 3 chairs . in how many ways girls can occupy the chairs ?,b,probability, 760 , 210 , 560 , 740 , 800 
143,"on a windy day , out of every 3 sand dunes formed , only 1 remains . out of 5 blown - out sand - dunes , 1 has treasure and only 2 out of 3 sand dunes formed have lucky coupons . find the probability that the blown - out sand dune will contain both the things .",e,probability, 2 / 25 , 4 / 75 , 7 / 75 , 3 / 5 , 4 / 45 
144,"in a certain animal population , for each of the first 3 months of life , the probability that an animal will die during that month is 1 / 10 . for a group of 700 newborn members of the population , approximately how many would be expected to survive the first 3 months of life ?",a,probability, 511 , 546 , 552 , 562 , 570 
145,"in a single throw of a die , what is probability of getting a number greater than 4 ?",e,probability, 2 / 3 , 3 / 5 , 4 / 7 , 8 / 9 , 1 / 3 
146,"a bag contains 10 red jellybeans and 10 blue jellybeans . if 3 jellybeans are removed one at a time , at random and are not replaced , what is the probability y that all 3 jellybeans removed from the bag are blue ?",b,probability, 9 / 100 , 2 / 19 , 1 / 8 , 3 / 20 , 3 / 10 
147,the chance of rain on any given day in tel - aviv is 50 % . what is the probability a that it rained in tel - aviv on exactly 4 out of 6 randomly chosen days ?,a,probability, 15 / 64 , 30 / 64 , 1 / 2 , 1 / 4 , 52 / 64 
148,"how many different ways can 2 students be seated in a row of 7 desks , so that there is always at least one empty desk between the students ?",c,probability, 2 , 3 , 30 , 6 , 12 
149,in 15 year ’ s time the combined age of my 4 brothers will be 107 . what will it be in the 6 year ’ s time ?,c,probability, 61 , 78 , 71 , 68 , 94 
150,"what is the probability that the sum of two dice will yield a 8 , and then when both are thrown again , their sum will again yield a 8 ? assume that each die has 7 sides with faces numbered 1 to 7 .",e,probability, 1 / 144 , 1 / 36 , 1 / 12 , 1 / 6 , 1 / 49 
151,"in a certain animal population , for each of the first 3 months of life , the probability that an animal will die during that month is 1 / 10 . for a group of 250 newborn members of the population , approximately how many would be expected to survive the first 3 months of life ?",e,probability, 140 , 146 , 152 , 162 , 183 
152,in how many ways can 11 books on english and 9 books on french be placed in a row on a shelf so that two books on french may not be together ?,a,probability, 220 . , 240 , 260 , 280 , 300 
153,three coins are tossed . find the probability of at least 1 head and 1 tail ?,c,probability, 1 / 2 , 1 / 4 , 3 / 4 , 7 / 8 , 1 / 8 
154,two mba admissions committees are to be formed randomly from 6 second year mbas with 3 members each . what is the probability r that jane will be on the same committee as albert ?,d,probability, 12 % , 20 % , 33 % , 40 % , 50 % 
155,"if a certain coin is flipped , the probability that the coin will land heads is 1 / 2 . if the coin is flipped 5 times , what is the probability that it will land heads up on the first 2 flips but not on the last 3 flips ?",e,probability, 1 / 2 , 1 / 4 , 1 / 8 , 1 / 16 , 1 / 32 
156,there are 7 red shoes & 3 green shoes . if two of red shoes are drawn what is the probability of getting red shoes,d,probability, 1 / 13 , 1 / 14 , 1 / 15 , 7 / 15 , 7 / 16 
157,"the maitre ' d at an expensive manhattan restaurant has noticed that 60 % of the couples order dessert and coffee . however , 20 % of the couples who order dessert do n ' t order coffee . what is the probability q that the next couple the maitre ' d seats will not order dessert ?",b,probability, 20 % , 25 % , 40 % , 60 % , 75 % 
158,"in a certain animal population , for each of the first 3 months of life , the probability that an animal will die during that month is 1 / 10 . for a group of 300 newborn members of the population , approximately how many would be expected to survive the first 3 months of life ?",a,probability, 219 , 246 , 252 , 262 , 270 
159,"a box contains 1 red balls and 5 black balls . one by one , every ball is selected at random without replacement . what is the probability that the fourth ball selected is black ?",c,probability, 1 / 4 , 1 / 2 , 1 / 2 , 5 / 8 , 2 / 3 
160,"if x is to be chosen at random from the set { 1 , 2 , 3 , 4 } and y is to be chosen at random from the set { 5 , 6 , 7 } , what is the probability that xy will be odd ?",b,probability, 1 / 6 , 1 / 3 , 1 / 2 , 2 / 3 , 5 / 6 
161,"a box contains 2 red balls and 5 black balls . one by one , every ball is selected at random without replacement . what is the probability that the fourth ball selected is black ?",b,probability, 1 / 4 , 7 / 5 , 1 / 2 , 5 / 8 , 2 / 3 
162,there are 8 pairs of socks and 2 socks are worn from that such that the pair of socks worn are not of the same pair . what is the number of pair that can be formed .,d,probability, 53 , 54 , 55 , 56 , 57 
163,"a certain junior class has 1000 students and a certain senior class has 600 students . among these students , there are 60 siblings pairs each consisting of 1 junior and 1 senior . if 1 student is to be selected at random from each class , what is the probability that the 2 students selected will be a sibling pair ?",b,probability, 3 / 40000 , 1 / 1000 , 9 / 2000 , 1 / 60 , 1 / 15 
164,there are 24 students in a class . in how many different ways can a committee of 3 students be formed ?,c,probability, 1250 , 1800 , 2024 , 3256 , 2864 
165,three coins are tossed . find the probability of at least 2 tails ?,a,probability, 1 / 2 , 2 / 3 , 1 / 4 , 1 / 8 , 3 / 8 
166,"from a pack of 52 cards , 1 card is drawn at random . what is the probability that a red card is drawn ?",a,probability, 1 / 2 , 1 / 4 , 1 / 26 , 1 / 13 , 5 / 13 
167,a letter lock consists of 3 rings each marked with 6 different letters . the number of distinct unsuccessful attempts to open the lock is at the most - .,c,probability, 216 , 243 , 215 , 729 , 728 
168,"a meeting has to be conducted with 5 managers . find the number of ways in which the managers may be selected from among 7 managers , if there are 2 managers who refuse to attend the meeting together .",d,probability, 6 , 8 , 10 , 11 , 15 
169,"a box contains 100 balls , numbered from 1 to 100 . if 3 balls are selected at random and with replacement from the box . if the 3 numbers on the balls selected contain two odd and one even . what is the probability g that the first ball picked up is odd numbered ?",d,probability, 0 , 1 / 3 , 1 / 2 , 2 / 3 , 1 
170,"if 4 people are selected from a group of 10 married couples , what is the probability that none of them would be married to each other ?",d,probability, 1 / 33 , 2 / 63 , 1 / 3 , 43 / 62 , 11 / 12 
171,find the probability that a year chosen at random has 53 mondays .,a,probability, 5 / 28 , 3 / 28 , 1 / 28 , 3 / 28 , 3 / 27 
172,"a certain junior class has 1000 students and a certain senior class has 800 students . among these students , there are 40 siblings pairs each consisting of 1 junior and 1 senior . if 1 student is to be selected at random from each class , what is the probability that the 2 students selected will be a sibling pair ?",c,probability, 3 / 40000 , 1 / 3600 , 1 / 20000 , 1 / 60 , 1 / 15 
173,a card is drawn from a pack of 52 cards . the probability of getting a queen of club or a king of heart is,c,probability, 1 / 13 , 2 / 13 , 1 / 26 , 1 / 52 , 1 / 23 
174,the probability that a number selected at random from the first 50 natural numbers is a composite number is ?,b,probability, 17 / 65 , 17 / 25 , 17 / 28 , 17 / 65 , 17 / 39 
175,in a lottery there are 10 prizes and 25 blanks . a lottery is drawn at random . what is the probability of getting a prize ?,b,probability, 1 / 5 , 2 / 7 , 2 / 5 , 1 / 7 , 3 / 5 
176,"45 girls and 60 boys are present at a party . there are 17 girl - boy are in relationship among them . if a girl and a boy is selected at random , what is the probability that they will be not a couple ?",b,probability, 17 / 2900 , 2683 / 2700 , 2496 / 2700 , 2369 / 2700 , 198 / 270 
177,"a store has 10 bottles of juice , including 6 bottles of apple juice . in the evening , 6 bottles of juice are sold one by one . what is the probability of selling 2 bottles of apple juice among the 6 bottles ? assume that every bottle has an equal chance of being bought .",c,probability, 1 / 7 , 1 / 12 , 1 / 14 , 1 / 18 , 1 / 21 
178,"a meeting has to be conducted with 5 managers . find the number of ways in which the managers may be selected from among 8 managers , if 2 managers will not attend the meeting together .",d,probability, 1.35 , 2.91 , 3.12 , 4.36 , 5.15 
179,"find the probability that a number selected from numbers 1 , 2 , 3 , . . . , 45 is a prime number , when each of the given numbers is equally likely to be selected ?",b,probability, 10 / 45 , 14 / 45 , 8 / 45 , 3 / 45 , 7 / 45 
180,two coins are tossed . find the probability of at most 2 tails ?,d,probability, 1 / 2 , 1 / 4 , 1 / 3 , 1 , 3 / 4 
181,"when two dice are rolled , what is the probability that the sum is either 7 or 11 ?",e,probability, 1 / 4 , 1 / 9 , 4 / 3 , 3 / 9 , 2 / 9 
182,two mba admissions committees are to be formed randomly from 6 second year mbas with 3 members each . what is the probability q that jane will be on the same committee as albert ?,d,probability, 12 % , 20 % , 33 % , 40 % , 50 % 
183,"if g is to be chosen at random from the set { 5,8 , 7,1 } and k is to be chosen at random from the set { 14 , 8,3 } , what is the probability that gk will be even ?",a,probability, 1 , 5 , 8 , 4 , 3 
184,"in a certain animal population , for each of the first 3 months of life , the probability that an animal will die during that month is 1 / 10 . for a group of 500 newborn members of the population , approximately how many would be expected to survive the first 3 months of life ?",d,probability, 340 , 346 , 352 , 365 , 370 
185,"kim has 5 pairs of shoes ; each pair is a different color . if kim randomly selects 2 shoes without replacement from the 10 shoes , what is the probability that she will select 2 shoes of the same color ?",c,probability, 2 / 5 , 1 / 5 , 1 / 9 , 1 / 10 , 1 / 25 
186,find the probability that a leap year selected at random will have 53 mondays,e,probability, 6 / 7 , 5 / 7 , 4 / 7 , 3 / 7 , 2 / 7 
187,"a box contains 100 balls , numbered from 1 to 100 . if 3 balls are selected at random and with replacement from the box . if the 3 numbers on the balls selected contain two odd and one even . what is the probability l that the first ball picked up is odd numbered ?",d,probability, 0 , 1 / 3 , 1 / 2 , 2 / 3 , 1 
188,two mba admissions committees are to be formed randomly from 6 second year mbas with 3 members each . what is the probability e that jane will be on the same committee as albert ?,d,probability, 12 % , 20 % , 33 % , 40 % , 50 % 
189,"there is a 50 % chance jen will visit chile this year , while there is a 50 % chance that she will visit madagascar this year . what is the probability that jen will visit either chile or madagascar this year , but not both ?",b,probability, 25.0 % , 50.0 % , 62.5 % , 75.0 % , 80.0 % 
190,in how many ways can 21 books on english and 19 books on french be placed in a row on a shelf so that two books on french may not be together ?,b,probability, 3990 , 1540 , 1995 , 3672 , none of these 
191,"john borrowed 3 soccer boots from jake , and forgot them on the field , if peter came across a total of 15 boots on the field jake ' s boots inclusive , and he took 4 boots at random , what is the probability that jake ' s boots were not amongst the 4 taken ? .",d,probability, 12 / 91 , 3 / 15 , 12 / 15 , 33 / 91 , 3 / 91 
192,"wink , inc . follows a certain procedure that requires two tasks to be finished independently in order for a job to be done . on any given day , there is a 1 / 8 probability that task 1 will be completed on time , and a 3 / 5 probability that task 2 will be completed on time . on a certain day , what is the probability that task 1 will be completed on time , but task 2 will not ?",a,probability, 1 / 20 , 3 / 40 , 13 / 40 , 7 / 20 , 13 / 22 
193,find the probability that a non leap year selected at random will have 53 sundays,e,probability, 6 / 7 , 5 / 7 , 4 / 7 , 3 / 7 , 1 / 7 
194,a circular dartboard of radius 1 foot is at a distance of 20 feet from you . you throw a dart at it and it hits the dartboard at some point q in the circle . what is the probability that q is closer to the center of the circle than the periphery ?,c,probability, 0.75 , 1 , 0.25 , 0.5 , 0.58 
195,8 coins are tossed . whats is the probability that one and only one turns up head ?,b,probability, 1 / 256 , 1 / 32 , 1 / 64 , 1 / 128 , 1 / 189 
196,"in lottery , there are 10 prizes and 25 blanks . a lottery is drawn at random . what is the probability of getting a prize ?",b,probability, 1 / 7 , 2 / 7 , 3 / 7 , 4 / 7 , 1 
197,"a bag contains 6 red , 3 yellow and 4 green balls . 3 balls are drawn randomly . what is the probability that the balls drawn contain balls of different colours ?",d,probability, 2 / 7 , 3 / 5 , 3 / 11 , 1 / 4 , 7 / 16 
198,"there are 6 red balls and 4 blue balls in a jar . if 3 balls are selected from the jar , what is the probability that all 3 balls selected are blue balls ?",c,probability, 1 / 18 , 1 / 24 , 1 / 30 , 1 / 36 , 1 / 48 
199,the probability that a number selected at random from the first 50 natural numbers is a composite number is - .,a,probability, 17 / 25 , 17 / 27 , 17 / 18 , 17 / 22 , 17 / 09 
200,"there are 10 books on a shelf , of which 4 are paperbacks and 6 are hardbacks . how many possible selections of 5 books from the shelf contain at least one paperback and at least one hardback ?",d,probability, 75 , 120 , 210 , 246 , 252 
201,"what is the probability that the sum of two dice will yield a 4 , and then when both are thrown again , their sum will again yield a 4 ? assume that each die has 3 sides with faces numbered 1 to 3 .",c,probability, 1 / 144 , 1 / 36 , 1 / 9 , 1 / 6 , 1 / 3 
202,"a box contains 100 balls , numbered from 1 to 100 . if 3 balls are selected at random and with replacement from the box . if the 3 numbers on the balls selected contain two odd and one even . what is the probability z that the first ball picked up is odd numbered ?",d,probability, 0 , 1 / 3 , 1 / 2 , 2 / 3 , 1 
203,"if 4 people are selected from a group of 9 married couples , what is the probability that none of them would be married to each other ?",d,probability, 1 / 33 , 2 / 85 , 1 / 3 , 56 / 85 , 11 / 85 
204,two unbiased coins are tossed . what is probability of getting at most one tail ?,d,probability, 12 , 13 , 32 , 34 , none of these 
205,"from a group of 3 boys and 3 girls , 2 children are to be randomly selected . what is the probability that 1 boy and 1 girl will be selected ?",d,probability, 1 / 10 , 4 / 9 , 1 / 2 , 9 / 15 , 2 / 3 
206,"preethi has 6 flavors of ice cream in his parlor . how many options are there for dorathy to pick a one - flavor , two - flavor , 3 - flavor , 4 - flavor , 5 flavor or 6 flavor order ?",e,probability, 26 , 36 , 64 , 67 , 63 
207,the probability that a number selected at random from the first 100 natural numbers is a composite number is ?,d,probability, 2 / 3 , 3 / 5 , 3 / 4 , 3 / 2 , 5 / 2 
208,"tomeka is playing a dice game . if she rolls the same number on her second roll as she rolls on her first , she wins . each roll is with two , fair , 6 - sided dice . if tomeka rolled a 7 on her first roll , what is the probability that she will win on her second roll ?",c,probability, 1 / 4 , 1 / 5 , 1 / 6 , 1 / 9 , 1 / 12 
209,"john and peter are among the 9 players a volleyball coach can choose from to field a 6 - player team . if all 6 players are chosen at random , what is the probability of choosing a team that includes john and peter ?",c,probability, 3 / 10 , 4 / 11 , 5 / 12 , 6 / 13 , 7 / 15 
210,in how many ways 4 boys and 3 girls can be seated in a row so that they are alternate .,a,probability, 144 , 288 , 12 , 256 , none 
211,"a store has 10 bottles of juice , including 5 bottles of apple juice . in the evening , 6 bottles of juice are sold one by one . what is the probability of selling 4 bottles of apple juice among the 6 bottles ? assume that every bottle has an equal chance of being bought .",d,probability, 2 / 7 , 3 / 11 , 4 / 15 , 5 / 21 , 6 / 25 
212,two unbiased coins are tossed . find the probability of getting at most one head ?,b,probability, 1 / 2 , 3 / 4 , 2 / 5 , 2 / 3 , 1 / 4 
213,a fair coin is tossed 13 times . what is the probability of getting more heads than tails in 13 tosses ?,a,probability, 1 / 2 , 63 / 128 , 4 / 7 , 61 / 256 , 63 / 64 
214,"into a bag there are 20 honey and 5 cherry candies . if a boy pick only two candies simultaneous and randomly , what is the probability that he picks one candy of each flavor ?",e,probability, 2 / 25 , 1 / 50 , 1 / 12 , 1 / 6 , 1 / 3 
215,"in a garden , there are yellow and green flowers which are straight and curved . if the probability of picking a green flower is 3 / 4 and picking a straight flower is 1 / 2 , then what is the probability of picking a flower which is yellow and curved",a,probability, 1 / 8 , 1 / 6 , 1 / 4 , 3 / 4 , 7 / 8 
216,jane and thomas are among the 7 people from which a committee of 3 people is to be selected . how many different possible committees of 3 people can be selected from these 7 people if at least one of either jane or thomas is to be selected ?,b,probability, 20 , 25 , 30 , 35 , 40 
217,"a player holds 13 cards of 4 suits , of which 7 are black and 6 are red . there are twice as many diamonds as spades and twice as many hearts as diamonds . how many clubs does he hold",c,probability, 4 , 5 , 6 , 7 , 8 
218,"if 4 people are selected from a group of 5 married couples , what is the probability that none of them would be married to each other ?",e,probability, 1 / 33 , 2 / 33 , 1 / 3 , 16 / 33 , 8 / 21 
219,3.00001 unbiased coins are tossed . what is the probability of getting 2 tails ?,c,probability, 3 / 4 , 1 / 4 , 3 / 8 , 7 / 8 , 1 / 8 
220,"when tossed , a certain coin has equal probability of landing on either side . if the coin is tossed 4 times , what is the probability that it will land on the same side each time ?",a,probability, 1 / 8 , 1 / 4 , 1 / 16 , 1 / 2 , 1 / 32 
221,"a bag consists of 50 marbles , of which 5 are blue , 9 are red , and the remainder are white . if lisa is to select a marble from the bag at random , what is the probability that the marble will be red or white ?",e,probability, 3 / 4 , 2 / 4 , 1 / 4 , 1 / 8 , 9 / 10 
222,"a box contains 23 electric bulbs , out of which 4 are defective . two bulbs are chosen at random from this box . the probability that at least one of these is defective is",c,probability, 4 / 19 , 7 / 19 , 12 / 37 , 21 / 95 , none 
223,"what is the probability that a number selected from number 1 to 30 is prime number , when each of the given numbers is equally likely to be selected ?",a,probability, 10 / 30 , 20 / 30 , 1 , 5 / 30 , 15 / 30 
224,there are 8 students . 4 of them are men and 4 of them are women . if 4 students are selected from the 8 students . what is the probability that the number of men is equal to that of women ?,a,probability, 18 / 35 , 16 / 35 , 14 / 35 , 13 / 35 , 12 / 35 
225,find the probability that a leap year selected at random will not have 53 sundays,b,probability, 6 / 7 , 5 / 7 , 4 / 7 , 3 / 7 , 2 / 7 
226,"a classroom has 3 electric lamps . from a collocation of 10 electric bulbs of which 6 are good , 3 are selected at random and put in the lamps . find the probability that the room is lighted .",c,probability, 1 / 6 , 4 / 120 , 29 / 30 , 1 / 9 , none of these 
227,"in a bag containing 3 balls , a white ball was placed and then 1 ball was taken out at random . what is the probability that the extracted ball would turn on to be white , if all possible hypothesis concerning the color of theballs that initiallyin the bag were equally possible ?",b,probability, 2 / 3 , 5 / 8 , 5 / 9 , 3 / 7 , 4 / 7 
228,a number is selected at random from the first 30 natural numbers . what is the probability that the number is a multiple of either 3 or 17 ?,e,probability, 17 / 30 , 2 / 5 , 7 / 15 , 4 / 15 , 11 / 30 
229,three 6 faced dice are thrown together . the probability that all the three show the same number on them is -,b,probability, 1 / 39 , 1 / 36 , 1 / 32 , 1 / 31 , 1 / 30 
230,a bag contains 6 black and 3 white balls . one ball is drawn at random . what is the probability that the ball drawn is white ?,b,probability, 3 / 4 , 1 / 3 , 1 / 7 , 1 / 8 , 4 / 3 
231,rhoda tosses a coin 5 times . find the probability of getting exactly 4 heads .,a,probability, 5 / 32 , 6 / 32 , 5 / 16 , 4 / 32 , 8 / 32 
232,three 6 faced dice are thrown together . the probability that all the three show the same number on them is - .,a,probability, 1 / 36 , 1 / 216 , 1 / 48 , 1 / 55 , 1 / 90 
233,there are 23 students in a class . in how many different ways can a committee of 3 students be formed ?,c,probability, 1254 , 1482 , 1771 , 1875 , 1923 
234,"from a pack of cards , two cards are drawn one after the other , with replacement . what is the probability that the first card is a club and the second card is a king or queen ?",c,probability, 2 / 13 , 3 / 13 , 1 / 26 , 1 / 52 , 3 / 52 
235,a card is drawn from a pack of 52 cards . the probability of not getting a face card ?,a,probability, 9 / 13 , 5 / 12 , 3 / 13 , 6 / 17 , 1 / 13 
236,"potato chips are on sale , buy 2 get 1 free . there are only 9 bags of chips left ( 4 plain and 5 bbq ) . a shopper randomly grabs 3 bags . what is the probability the shopper will grab exactly 3 bags of bbq chips ?",d,probability, 2 / 3 , 1 / 3 , 1 / 5 , 5 / 42 , 7 / 42 
237,there are two bags a and b . a contains 6 red flowers and 3 pink flowers . where as bag b contains 2 red flowers and 7 pink flowers . one flower is chosen from a bag randomly . what is the probability that the flower chosen is pink ?,d,probability, 5 / 8 , 5 / 6 , 5 / 1 , 5 / 9 , 5 / 2 
238,a coin is tossed 8 times . what is the probability of getting exactly 7 heads ?,c,probability, 1 / 8 , 1 / 16 , 1 / 32 , 1 / 64 , 1 / 128 
239,"a meeting has to be conducted with 5 managers . find the number of ways in which the managers be selected from among 9 managers , if 2 managers will not attend the meeting together ?",b,probability, 35 , 91 , 120 , 126 , 150 
240,"a certain junior class has 1,000 students and a certain senior class has 800 students . among these students , there are 40 siblings pairs , each consisting of 1 junior and 1 senior . if 1 student is to be selected at random from each class , what is the probability that the 2 students selected at will be a sibling pair ?",c,probability, 3 / 40, 1 / 3, 1 / 20, 1 / 60 , 1 / 15 
241,a card is drawn from a pack of 52 cards . the probability of getting a queen club or a king of heart ?,b,probability, 3 / 26 , 1 / 26 , 4 / 26 , 6 / 26 , 10 / 26 
242,find the probability that a leap year chosen at random will have 53 sundays,a,probability, 2 / 7 , 2 / 6 , 2 / 5 , 2 / 3 , 2 / 4 
243,"there is a 20 % chance sandy will visit china this year , while there is a 70 % chance that she will visit malaysia this year . what is the probability that sandy will visit either china or malaysia this year , but not both ?",d,probability, 44 % , 48 % , 54 % , 62 % , 70 % 
244,in how many ways 3 boys and 3 girls can be seated in a row so that boys and girls are alternate ?,d,probability, 69 , 70 , 71 , 72 , 73 
245,"if x is to be chosen at random from the set { 1 , 2 , 3 } and y is to be chosen at random from the set { 5 , 6 , 7 } , what is the probability that xy will be even ?",e,probability, 1 / 6 , 1 / 3 , 1 / 2 , 2 / 3 , 5 / 6 
246,"if a card is drawn from a well shuffled deck of cards , what is the probability of drawing a black card or a face card ?",d,probability, 7 / 13 , 15 / 26 , 9 / 12 , 8 / 13 , 29 / 52 
247,"if you keep rolling a pair of dice together till a sum of 5 or 7 is obtained , then what is the probability that a sum of 5 comes before a sum of 7 ?",d,probability, 5 / 5 , 4 / 5 , 3 / 5 , 2 / 5 , 1 / 5 
248,a card is drawn from a pack of 52 cards . the probability of ge ƫ ng a queen of club or a king of heart is,c,probability, 1 / 13 , 2 / 13 , 1 / 26 , 1 / 52 , none of these 
249,"a jar contains only red , yellow , and orange marbles . if there are 3 red , 7 yellow , and 4 orange marbles , and 3 marbles are chosen from the jar at random without replacing any of them , what is the probability that 2 yellow , 1 red , and no orange marbles will be chosen ?",e,probability, 1 / 60 , 1 / 45 , 2 / 45 , 3 / 22 , 5 / 22 
250,the chance of rain on any given day in tel - aviv is 50 % . what is the probability q that it rained in tel - aviv on exactly 4 out of 6 randomly chosen days ?,a,probability, 15 / 64 , 30 / 64 , 1 / 2 , 1 / 4 , 52 / 64 
251,the chance of rain on any given day in tel - aviv is 50 % . what is the probability e that it rained in tel - aviv on exactly 4 out of 6 randomly chosen days ?,a,probability, 15 / 64 , 30 / 64 , 1 / 2 , 1 / 4 , 52 / 64 
252,there are 6 red shoes & 4 green shoes . if two of red shoes are drawn what is the probability of getting red shoes,a,probability, 1 / 3 , 1 / 4 , 1 / 2 , 1 / 5 , 1 / 6 
253,"what is the probability that carol and bernie will get selected for a job they both applied for in a company , given that their chances of getting selected is 4 / 5 and 3 / 5 respectively ?",d,probability, 8 / 25 , 11 / 24 , 12 / 25 , 12 / 25 , 12 / 23 
254,"if a card is drawn from a well shuffled pack of cards , the probability of drawing a spade or a king is ?",d,probability, 4 / 15 , 4 / 10 , 4 / 18 , 4 / 13 , 4 / 11 
255,what is the probability of randomly selecting one of the shortest diagonals from all the diagonals of a regular 9 - sided polygon ) ?,b,probability, 1 / 2 , 1 / 3 , 1 / 4 , 1 / 6 , 1 / 9 
256,seven 6 faced dice are thrown together . the probability that all the three show the same number on them is ?,b,probability, 1 / 32 , 1 / 46656 , 1 / 33 , 1 / 38 , 1 / 34 
257,what is the probability of getting exactly 1 head in a single throw of five fair coins ?,d,probability, 1 / 4 , 3 / 8 , 3 / 16 , 5 / 32 , 7 / 32 
258,how many cubes of 2 cm edge can be cut out of a cube of 24 cm edge,b,probability, 1136 , 1728 , 1216 , 1484 , none of these 
259,what is the probability of getting sum 10 with the help of three dice ?,b,probability, 1 / 4 , 1 / 8 , 1 / 16 , 1 / 24 , 1 / 32 
260,a bag contains 6 black and 9 white balls . one ball is drawn at random . what is the probability that the ball drawn is white ?,e,probability, 4 , 4 / 3 , 4 / 5 , 4 / 9 , 3 / 5 
261,"if x is to be chosen at random from the set { 1 , 2 , 3 , 4 } and y is to be chosen at random from the set { 5 , 6 , 7 , 8 } , what is the probability that xy will be even ?",c,probability, 1 / 6 , 1 / 3 , 1 / 2 , 2 / 3 , 5 / 6 
262,three unbiased coins are tossed . what is the probability of getting at least 2 tails ?,b,probability, 0.75 , 0.5 , 0.25 , 0.2 , 0.3 
263,"a bag contains 3 blue and 5 white marbles . one by one , marbles are drawn out randomly until only two are left in the bag . what is the probability z that out of the two , one is white and one is blue ?",d,probability, 15 / 56 , 41 / 56 , 13 / 28 , 15 / 28 , 5 / 14 
264,"from a pack of 52 cards , 1 card is drawn at random . find the probability of a face card drawn .",a,probability, 4 / 13 , 1 / 52 , 1 / 4 , 1 / 3 , none of these 
265,"when tossed , a certain coin has equal probability of landing on either side . if the coin is tossed 5 times , what is the probability that it will land on either side all 5 times ?",d,probability, 1 / 5 , 1 / 10 , 1 / 12 , 1 / 16 , 1 / 32 
266,there are 10 pairs of socks and 2 socks are worn from that such that the pair of socks worn are not of the same pair . what is the number of pair that can be formed .,a,probability, 90 , 85 , 75 , 95 , 82 
267,in how many ways can 21 books on english and 19 books on hindi be placed in a row on a shelf so that two books on hindi may not be together ?,a,probability, 1540 , 2314 , 5420 , 1240 , 4512 
268,three unbiased coins are tossed . what is the probability of getting 1 heads and 1 tail ?,b,probability, 3 / 4 , 1 / 4 , 3 / 8 , 7 / 8 , 1 / 8 
269,"a bag contains 5 white marbles and 5 black marbles . if each of 5 girls and 5 boys randomly selects and keeps a marble , what is the probability that all of the girls select the same colored marble ?",a,probability, 1 / 126 , 1 / 120 , 1 / 24 , 4 / 25 , 1 / 2 
270,what is the probability of randomly selecting one of the shortest diagonals from all the diagonals of a regular 7 - sided polygon ) ?,a,probability, 1 / 2 , 1 / 3 , 1 / 4 , 1 / 6 , 1 / 7 
271,what is the probability that a two digit number selected at random will be a multiple of ' 3 ' and not a multiple of ' 5 ' ?,b,probability, 2 / 15 , 4 / 15 , 1 / 15 , 4 / 90 , 5 / 60 
272,what is the probability of randomly selecting one of the shortest diagonals from all the diagonals of a regular 11 - sided polygon ) ?,c,probability, 1 / 2 , 1 / 3 , 1 / 4 , 1 / 8 , 1 / 11 
273,in a throw of a coin probability of getting a head .,e,probability, 1 / 3 , 2 / 3 , 1 / 4 , 2 / 5 , 1 / 2 
274,"how many positive integers less than 500 can be formed using the numbers 1 , 2,3 , and 5 for digits , each digit being used only once .",a,probability, 34 , 677 , 197 , 177 , 191 
275,find the probability that a leap year selected at random will have 53 sundays,e,probability, 6 / 7 , 5 / 7 , 4 / 7 , 3 / 7 , 2 / 7 
276,"a bag contains 15 red jellybeans and 15 blue jellybeans . if 3 jellybeans are removed one at a time , at random and are not replaced , what is the probability that all 3 jellybeans removed from the bag are blue ?",e,probability, 9 / 100 , 2 / 19 , 1 / 8 , 3 / 20 , 3 / 10 
277,how many cubes of 5 cm edge can be cut out of a cube of 15 cm edge,c,probability, 36 , 232 , 27 , 48 , none of these 
278,what is the probability that company g ' s advertisement will be one of the first two be shown during the first commercial break ?,d,probability, 1 / 225 , 1 / 30 , 1 / 15 , 2 / 15 , 4 / 15 
279,"the maitre ' d at an expensive manhattan restaurant has noticed that 60 % of the couples order dessert and coffee . however , 20 % of the couples who order dessert do n ' t order coffee . what is the probability y that the next couple the maitre ' d seats will not order dessert ?",b,probability, 20 % , 25 % , 40 % , 60 % , 75 % 
280,"what is the probability that the sum of two dice will yield a 7 , and then when both are thrown again , their sum will again yield a 7 ? assume that each die has 6 sides with faces numbered 1 to 6 .",b,probability, 1 / 144 , 1 / 36 , 1 / 12 , 1 / 6 , 1 / 3 
281,5 letters have to be put in 5 different envelopes numbered 1 through 5 such that each of the letters go into only 1 envelope . the letter is said to be put in correct position if for example letter 1 goes into envelope 1 . now what is the probability that all letters be put into wrong envelopes ?,d,probability, 1 / 3 , 2 / 3 , 11 / 120 , 11 / 30 , 76 / 120 
282,in how many ways 4 boys and 4 girls can be seated in a row so that boys and girls are alternate ?,a,probability, 1152 , 1987 , 2012 , 1856 , 2546 
283,"a basket contains 6 apples , of which 1 is spoiled and the rest are good . if we select 2 apples from the basket simultaneously and at random , what is the probability that the 2 apples selected will include the spoiled apple ?",a,probability, 1 / 2 , 1 / 3 , 1 / 4 , 1 / 5 , 1 / 6 
