,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
587,"rectangular tile each of size 80 cm by 40 cm must be laid horizontally on a rectangular floor of size 130 cm by 230 cm , such that the tiles do not overlap and they are placed with edges jutting against each other on all edges . a tile can be placed in any orientation so long as its edges are parallel to the edges of floor . no tile should overshoot any edge of the floor . the maximum number of tiles that can be accommodated on the floor is :",d,geometry, 6 , 2 , 8 , 9 , 7 
588,"the area of a square garden is q square feet and the perimeter is p feet . if q = 2 p + 48 , what is the perimeter of the garden in feet ?",d,geometry, 36 , 40 , 44 , 48 , 52 
589,"the roof of an apartment building is rectangular and its length is 4 times longer than its width . if the area of the roof is 784 feet squared , what is the difference between the length and the width of the roof ?",c,geometry, 38 . , 40 . , 42 . , 44 . , 46 . 
590,the perimeter of a square is 48 m . find the area of the square .,b,geometry, 161 m â ² .', 144 m â ² .', 166 m â ² .', 169 m â ² .', 273 m â ² .'] 
591,"rectangular tile each of size 25 cm by 16 cm must be laid horizontally on a rectangular floor of size 180 cm by 120 cm , such that the tiles do not overlap and they are placed with edges jutting against each other on all edges . a tile can be placed in any orientation so long as its edges are parallel to the edges of floor . no tile should overshoot any edge of the floor . the maximum number of tiles that can be accommodated on the floor is :",b,geometry, 52 , 54 , 55 , 65 , 48 
592,find the area of a rhombus one side of which measures 20 cm and one diagonal is 27 cm .,d,geometry, 600 cm 2 , 500 cm 2 , 400 cm 2 , 432 cm 2 , 100 cm 2 
593,"the length of a rectangular plot is thrice its breadth . if the area of the rectangular plot is 2028 sq m , then what is the breadth of the rectangular plot ?",c,geometry, 11 , 17 , 26 , 101 , 1322 
594,the area of an isosceles trapezoid with sides of length 5 and bases of length 7 and 13 is ?,a,geometry, 40', 41', 42', 43', 44'] 
595,"in a rectangular axis system , what is the area of a parallelogram with the coordinates : ( 4,4 ) , ( 7,4 ) , ( 5,9 ) , ( 8,9 ) ?",c,geometry, 21 .', 28 .', 5 .', 49 .', 52 .'] 
596,"a rectangular lawn of length 200 m by 120 m has two roads running along its center , one along the length and the other along the width . if the width of the roads is 5 m what is the area q covered by the two roads ?",c,geometry, 400 , 1550 , 1575 , 1600 , 1625 
597,find the surface area of a 8 cm x 6 cm x 2 cm brick .,e,geometry, 112 cu cm , 136 cu cm , 164 cu cm , 180 cu cm , 152 cu cm 
598,how many odd numbers between 10 and 800 are the squares of integers ?,a,geometry, 12 , 13 , 14 , 15 , 16 
599,"the dimensions of a rectangular solid are 4 inches , 6 inches , and 8 inches . if a cube , a side of which is equal to one of the dimensions of the rectangular solid , is placed entirely within thespherejust large enough to hold the cube , what the ratio of the volume of the cube to the volume within thespherethat is not occupied by the cube ?",e,geometry, 10 : 17 , 2 : 5 , 5 : 16 , 25 : 7 , 2 : 3 
600,"if y is the smallest positive integer such that 1,260 multiplied by y is the square of an integer , then y must be",d,geometry, 23 , 51 , 38 , 35 , 37 
601,how many books each of volume 250 meter cube can be packed into a crate of volume 4500 meter cube,b,geometry, 25 , can not be determined , 10 , 15 , 20 
602,a rectangular block 6 cm by 12 cm by 15 cm is cut into an exact number of equal cubes . find the least possible number of cubes ?,c,geometry, 20 , 25 , 40 , 50 , 35 
603,"in measuring the sides of a rectangle , one side is taken 12 % in excess and other 5 % in deficit . find the error percentage in the area calculated from these measurements .",b,geometry, 3.5 % , 6.4 % , 3 % , 5 % , 2.6 % 
604,"the percentage increase in the area of a rectangle , if each of its sides is increased by 20 %",c,geometry, 33 , 37 , 44 , 99 , 277 
605,"a rectangular lawn of dimensions 100 m * 60 m has two roads each 10 m wide running in the middle of the lawn , one parallel to the length and the other parallel to the breadth . what is the cost of traveling the two roads at rs . 3 per sq m ?",d,geometry, a ) 3820 , b ) 930 , c ) 9309 , d ) 4500 , e ) 8302 
606,"thin rectangular slab of potato was cut into two pieces for an osmosis lab . one piece is 50 mm greater than the other . if the original uncut slab is 600 mm , what is the length of the other piece of the potato after it is cut .",b,geometry, 550', 275', 50', 300', 250'] 
607,"in a rectangular coordinate system , what is the area of a rhombus whose vertices have the coordinates ( 0 , 3.5 ) , ( 12 , 0 ) , ( 0 , - 3.5 ) , ( - 12 , 0 ) ?",a,geometry, 84 , 88 , 112 , 116 , 120 
608,"the slant height of a cone is 14 cm and radius of the base is 12 cm , find the curved surface of the cone .",d,geometry, 150 , 170 , 48 , 528 , 600 
609,"triangle xyz is an isosceles right triangle . if side xy is longer than side yz , and the area of the triangle is 49 , what is the measure of side xy ?",c,geometry, 4', 4 √ 2', 14', 8 √ 2', can not be determined from the information provided'] 
610,what is the maximum number of pieces that a circular pizza can be cut into with 6 linear cuts ?,e,geometry, 12', 13', 16', 20', 22'] 
611,the area of a circular field is 13.86 hectares . find the cost of fencing it at the rate of rs . 4.50 per metre .,d,geometry, 2399 , 3888 , 2999 , 5940 , 2888 
612,"if the sides of a triangle are 26 cm , 25 cm and 10 cm , what is its area ?",e,geometry, 120 , 110 , 130 , 140 , 125 
613,"how much space , in cubic units , is left vacant when maximum number of 2 x 2 x 2 cubes are fitted in a rectangular box measuring 8 x 10 x 9 ?",e,geometry, 60 , 65 , 70 , 75 , 80 
614,find the area of the quadrilateral of one of its diagonals is 22 cm and its off sets 9 cm and 6 cm ?,b,geometry, 188 cm 2 , 165 cm 2 , 168 cm 2 , 198 cm 2 , 987 cm 2 
615,the volumes of two cones are in the ratio 1 : 40 and the radii of the cones are in the ratio of 1 : 2 . what is the length of the wire ?,a,geometry, 8 : 5 , 8 : 9 , 2 : 2 , 8 : 2 , 2 : 8 
616,"a rectangular block has the dimensions 5 x 6 x 7 cm it is dropped into a cylindrical vessel of radius 6 cm and height 10 cm . if the level of the fluid in the cylinder rises by 4 cm , what portion of the block is immersed in the fluid ?",a,geometry, 22 / 7 x 24 / 35', 22 / 7 x 36 x 4', 22 / 7 x 36 / 5', 22 / 7 x 37 / 21', 22 / 7 x 32 / 21'] 
617,find the area of a parallelogram with base 18 cm and height 10 cm ?,e,geometry, 281 , 284 , 288 , 255 , 180 
618,the parameter of a square is equal to the perimeter of a rectangle of length 24 cm and breadth 16 cm . find the circumference of a semicircle whose diameter is equal to the side of the square . ( round off your answer to two decimal places ),e,geometry, 77.14 cm , 47.14 cm , 84.92 cm , 94.94 cm , 31.42 cm 
619,12 points lie on a circle . how many cyclic quadrilaterals can be drawn by using these points ?,c,geometry, 334', 377', 495', 766', 261'] 
620,the radius of the circle is reduced from 5 cm to 4 cm then the % change of area .,a,geometry, 36 %', 37 %', 35 %', 38 %', 39 %'] 
621,"each of the 55 points is placed either inside or on the surface of a perfect sphere . if 60 % or fewer of the points touch the surface , what is the maximum number of segments which , if connected from those points to form chords , could be the diameter of the sphere ?",d,geometry, 7', 11', 13', 16', 38'] 
622,"what will be the cost of building a fence around a square plot with area equal to 25 sq ft , if the price per foot of building the fence is rs . 58 ?",a,geometry, 1160 , 1251 , 1102 , 1352 , 1450 
623,"if the length of the longest chord of a certain circle is 24 , what is the radius of that certain circle ?",a,geometry, 12 , 5 , 10 , 15 , 20 
624,"a certain rectangular window is two times as long as it is wide . if its perimeter is 30 feet , what are its dimensions in terms of length by width ?",d,geometry, 12 by 2 , 11 by 3 , 10.5 by 3.5 , 10 by 5 , 9 by 3 
625,"given two cylindrical containers - - a and b . cylinder a has a diameter of 12 meters and a height of 10 meters . cylinder b has a radius of 2 meters and a height of 4 meters . if cylinder a is filled to capacity with water , how many cylinder b will be filled to capacity with the content of cylinder a ?",b,geometry, 23', 22', 21', 25', 24'] 
626,a 3 by 4 rectangle is inscribed in circle . what is the circumference of the circle ?,c,geometry, 2.5 π , 3 π , 5 π , 4 π , 10 π 
627,"the length of each side of square a is increased by 100 percent to make square b . if the length of the side of square b is increased by 25 percent to make square c , by what percent is the area of square c greater than the sum of the areas of squares a and b ?",d,geometry, 75 % , 25 % , 10 % , 45 % , 180 % 
628,"a cheese factory sells its cheese in rectangular blocks . a normal block has a volume of 5 cubic feet . if a large block has twice the width , twice the depth , and the same length of a normal block , what is the volume of cheese in a large block in cubic feet ?",c,geometry, 15 , 30 , 20 , 18 , 25 
629,"rectangle a has sides a and b , and rectangle b has sides c and d . if a / c = b / d = 3 / 4 , what is the ratio of rectangle a ’ s area to rectangle b ’ s area ?",b,geometry, 3 / 4 , 9 / 16 , 16 / 3 , 4 / 3 , 3 / 16 
630,"the area of a square garden is a square feet and the perimeter is p feet . if a = 2 p + 14.25 , what is the perimeter of the garden , in feet ?",a,geometry, 38', 36', 40', 56', 64'] 
631,"a rectangular tank needs to be coated with insulation . the tank has dimensions of 3 feet , 7 feet , and 2 feet . each square foot of insulation costs $ 20 . how much will it cost to cover the surface of the tank with insulation ?",e,geometry, $ 880 , $ 1050 , $ 1280 , $ 1460 , $ 1640 
632,a cube of sides 9 is first painted red and then cut into smaller cubes of side 3 . how many of the smaller cube have painted on exactly 2 sides ?,c,geometry, 30', 24', 12', 8', 9'] 
633,"what is the measure of the radius of the circle that circumscribes a triangle whose sides measure 2 , 3 and 5 ?",a,geometry, 2.5 , 3 , 4 , 4.5 , 5 
634,the volume of the largest right circular cone that can be cut out of a cube of edge 7 cm is :,a,geometry, 89.8 cm ³', 92.5 cm ³', 132.8 cm ³', 144.5 cm ³', none'] 
635,"in an electric circuit , two resistors with resistances 8 ohms and 9 ohms are connected in parallel . in this case , if r is the combined resistance of these two resistors , then the reciprocal of r is equal to the sum of the reciprocals of two resistors . what is r value ?",c,geometry, 17', 45 / 78', 72 / 17', 17 / 72', 72'] 
636,the side of a square is increased by 10 % then how much % does its area increases ?,a,geometry, 21 , 56.25 , 50.75 , 42.75 , 52.75 
637,a square of side 8 cm has been made to a rectangle by combining it with a rectangle of dimensions of length 8 cm and breadth 4 cm . what is the perimeter of the newly formed rectangle ?,c,geometry, 10', 20', 40', 60', 80'] 
638,"a metallic sheet is of rectangular shape with dimensions 48 m x 36 m . from each of its corners , a square is cut off so as to make an open box . if the length of the square is 6 m , the volume of the box ( in m 3 ) is :",b,geometry, 4830 , 5184 , 6420 , 8960 , 7960 
639,the surface area of a sphere is same as the curved surface area of a right circular cylinder whose height and diameter are 10 cm each . the radius of the sphere is,b,geometry, 3 cm , 5 cm , 6 cm , 8 cm , none 
640,"an equilateral triangle t 2 is formed by joining the mid points of the sides of another equilateral triangle t 1 . a third equilateral triangle t 3 is formed by joining the mid - points of t 2 and this process is continued indefinitely . if each side of t 1 is 60 cm , find the sum of the perimeters of all the triangles .",e,geometry, 180 cm , 220 cm , 240 cm , 270 cm , 360 cm 
641,"what is the measure of the radius of the circle that circumscribes a triangle whose sides measure 3 , 4 , and 5 ?",e,geometry, 3.5 , 3 , 5 , 4 , 2.5 
642,"if the sides of a triangle are 36 cm , 34 cm and 20 cm , what is its area ?",c,geometry, 320 cm 2 , 360 cm 2 , 340 cm 2 , 310 cm 2 , 300 cm 2 
643,"rectangle a has sides a and b , and rectangle b has sides c and d . if a / c = b / d = 4 / 5 , what is the ratio of rectangle a ’ s area to rectangle b ’ s area ?",d,geometry, 5 / 4 , 25 / 16 , 4 / 5 , 16 / 25 , 16 / 5 
644,the perimeter of one square is 24 m & that of another is 32 m . perimeter of a square whose area is equal to the sum of the areas of the 2 squares will be,d,geometry, 20 m', 24 m', 28 m', 40 m', 43 m'] 
645,"volume of a right circular cylinder is 6 o l . if radius of cylinder is doubled , then what will be the increase in volume ?",b,geometry, 120 l', 180 l', 240 l', 300 l', 360 l'] 
646,"a 10 meter long wire is cut into two pieces . if the longer piece is then used to form a perimeter of a square , what is the probability that the area of the square will be more than 4 if the original wire was cut at an arbitrary point ?",e,geometry, 1 / 6', 1 / 5', 3 / 10', 1 / 3', 4 / 10'] 
647,"a clock hangs on the wall of a railway station , 71 ft 9 in long and 10 ft 4 in high . those are the dimension of the wall , not the clock ! while waiting for a train we noticed that the hands of the clock were pointing in opposite directions , and were parallel to one of the diagonals of the wall , what was the exact time ?",b,geometry, 7 : 15', 7 : 5', 7 : 25', 7 : 45', 7 : 55'] 
648,"points a , b , and , c have xy - coordinates ( 2,0 ) , ( 8,12 ) , and ( 14,0 ) , respectively . points x , y , and z have xy - coordinates ( 6,0 ) , ( 8,4 ) , and ( 10,0 ) , respectively . what fraction s of the area of triangle abc is the area of triangle xyz ?",a,geometry, 1 / 9 , 1 / 8 , 1 / 6 , 1 / 5 , 1 / 3 
649,"a squirrel runs up a cylindrical post , in a perfect spiral path making one circuit for each rise of 4 feet . how many feet does the squirrel travels if the post is 16 feet tall and 2 feet in circumference ?",b,geometry, 10 feet , 8 feet , 13 feet , 15 feet , 18 feet 
650,"what will be the cost of building a fence around a rectangular plot with area equal to 289 sq ft , if the price per foot of building the fence is rs . 50 ?",c,geometry, a ) rs . 3944', b ) rs . 3948', c ) rs . 3519.5', d ) rs . 3949', e ) rs . 3923'] 
651,"in the coordinate plane , a circle centered on point ( - 3 , - 4 ) passes through point ( - 1 , 1 ) . what is the area of the circle ?",c,geometry, 9 π', 18 π', 29 π', 37 π', 41 π'] 
652,"in the rectangular coordinate system , points ( 4 , 0 ) and ( – 4 , 0 ) both lie on circle c . what is the maximum possible value of the radius of c",b,geometry, 2 , 4 , 8 , 16 , none of the above 
653,the side of a rhombus is 24 m and length of one of its diagonals is 18 m . the area of the rhombus is ?,d,geometry, 410.47 , 403.47 , 420.47 , 400.47 , 300.47 
654,"if g is the smallest positive integer such that 3150 multiplied by g is the square of an integer , then g must be",e,geometry, 2 , 5 , 6 , 7 , 14 
655,"in a triangle abc , point d is on side ab and point e is on side ac , such that bced is a trapezium . de : bc = 3 : 5 . calculate the ratio of the area of triangle ade and the trapezium bced .",a,geometry, 9 / 16', 8 / 16', 7 / 16', 6 / 16', 5 / 16'] 
656,if radius of a circle is diminished by 10 % then its area is diminished by,b,geometry, 22', 19', 877', 26', 271'] 
657,"an order was placed for a carpet whose length and width were in the ratio of 3 : 2 . subsequently , the dimensions of the carpet were altered such that its length and width were in the ratio 4 : 3 but were was no change in its perimeter . what is the ratio of the areas of the carpets ?",e,geometry, 9 : 10 , 19 : 20 , 29 : 30 , 39 : 40 , 49 : 50 
658,"the ratio of the areas of two squares , one having double its diagonal then the other is :",e,geometry, 2 : 1', 1 : 2', 2 : 3', 1 : 4', 4 : 1'] 
659,find the area of the quadrilateral of one of its diagonals is 40 cm and its off sets 9 cm and 6 cm ?,b,geometry, 189 cm 2', 300 cm 2', 127 cm 2', 177 cm 2', 187 cm 2'] 
660,50 square stone slabs of equal size were needed to cover a floor area of 72 sq . m . find the length of each stone slab ?,a,geometry, 120 cm , 767 cm , 88 cm , 666 cm , 776 cm 
661,a certain rectangular crate measures 8 feet by 12 feet by 14 feet . a cylindrical gas tank is to be made for shipment in the crate and will stand upright when the crate is placed on one of its six faces . what should the radius of the tank be if it is to be of the largest possible volume ?,a,geometry, 6 , 5 , 6 , 8 , 10 
662,an entry in an unshaded square is obtained by adding the entries connected to it from the row above ( 11 is one such number ) . write the value of n ?,a,geometry, 10', 11', 12', 9', 8'] 
663,"a cube has a volume of 343 cubic feet . if a similar cube is twice as long , twice as wide , and twice as high , then the volume , in cubic feet of such cube is ?",d,geometry, 24 , 48 , 64 , 2744 , 100 
664,cubes with each side one inch long are glued together to form a larger cube . the larger cube ' s face is painted with red color and the entire assembly is taken apart . 26 small cubes are found with no paints on them . how many of unit cubes have at least one face that is painted red ?,e,geometry, 64 , 72 , 86 , 98 , 99 
665,the ratio of the volumes of two cubes is 3375 : 1331 . what is the ratio of their total surface areas ?,a,geometry, 225 : 121 , 221 : 127 , 225 : 191 , 181 : 161 , 81 : 182 
666,"triangle xyz is an isosceles right triangle . if side xy is longer than side yz , and the area of the triangle is 36 , what is the measure of side xy ?",c,geometry, 4 , 4 √ 2 , 12 , 8 √ 2 , can not be determined from the information provided 
667,ratio between length and breath of a rectangle is 25 : 16 . the area of the rectangle is same with a square whose side is 200 . find the breadth and length of the rectangle ?,d,geometry, 150, 140, 100, 160, 100
668,a and b are two circles . the radius of a is 5 times as large as the radius of b . what is the ratio between the areas of the circles ?,d,geometry, 1 : 8 .', 1 : 2 .', 1 : 4 .', 1 : 25 .', 1 : 6 .'] 
669,if there is one larger cube with surface area 600 and no . of smaller cubes with surface area 24 . then how many small cubes are required to make a larger cube with surface area of 600 ?,b,geometry, 5', 125', 4', 100', 24'] 
670,approximately how many cubic feet of water are needed to fill a circular swimming pool that is 100 feet across and 4 feet deep ?,b,geometry, 15000 , 30000 , 50000 , 70000 , 90000 
671,"a circular ground whose radius is 15 metres , has a 1.2 metre - broad garden around it . what is the area of the garden in square metres ?",c,geometry, 118.67', 116.67', 117.67', 120.56', 120.57'] 
672,the ratio of the volumes of two cubes is 512 : 729 . what is the ratio of their total surface areas ?,c,geometry, 1 : 22 , 81 : 12 , 41 : 46 , 41 : 19 , 84 : 12 
673,the side of a rhombus is 26 m and length of one of its diagonals is 20 m . the area of the rhombus is ?,d,geometry, 488', 429', 418', 480', 410'] 
674,"john is building a rectangular fence around a garden . the length will be 5 feet shorter than its width . if the total area of the garden is 176 square feet , what is the length of the diagonal ( in feet ) ?",b,geometry, between 18 and 19', between 19 and 20', between 20 and 21', between 21 and 22', between 22 and 23'] 
675,"the length of each side of square a is increased by 100 percent to make square b . if the length of the side of square b is increased by 75 percent to make square c , by what percent is the area of square c greater than the sum of the areas of squares a and b ?",c,geometry, 75 % , 80 % , 145 % , 150 % , 180 % 
676,the area of the largest circle that can be drawn inside a rectangle with sides 18 cm by 14 cm is,b,geometry, 237', 154', 2376', 198', 171'] 
677,"three solid cubes of sides 1 cm , 6 cm and 8 cm are melted to form a new cube . find the surface area of the cube so formed",a,geometry, 486', 366', 299', 278', 1888'] 
678,"the cost of the paint is rs . 36.50 per kg . if 1 kg of paint covers 16 squares feet , how much will it cost to paint outside of a cube having 8 feet each side ?",c,geometry, rs . 692 , rs . 768 , rs . 876 , rs . 972 , none 
679,the product of the squares of two positive integers is 81 . how many pairs of positive integers satisfy this condition ?,c,geometry, 0 , 1 , 2 , 3 , 4 
680,find the circumference and area of radius 4 cm .,c,geometry, 24 cm ² , 44 cm ² , 50 cm ² , 84 cm ² , 94 cm ² 
681,"the area of a circle is added to its diameter , and the circumference is then subtracted from this total , the result is 10 . what is the radius of the circle ?",e,geometry, 2 * pi', pi', 2', 4 * pi', 4'] 
682,"a circular well with a diameter of 2 metres , is dug to a depth of 8 metres . what is the volume of the earth dug out ?",b,geometry, 32 m 3 , 25.1 m 3 , 40 m 3 , 44 m 3 , none 
683,one side of a rectangular field is 16 m and one of its diagonal is 18 m . find the area of the field .,e,geometry, 100 , 120 , 150 , 180 , none 
684,what is the ratio between perimeters of two squares one having 7 times the diagonal then the other ?,d,geometry, 3 : 7 , 3 : 5 , 3 : 8 , 7 : 1 , 3 : 5 
685,"square a has an area of 65 square centimeters . square b has a perimeter of 16 centimeters . if square b is placed within square a and a random point is chosen within square a , what is the probability the point is not within square b ?",c,geometry, 0.25 , 0.5 , 0.75 , 0.1 , 0.3 
686,"a rectangular field is to be fenced on three sides leaving a side of 20 feet uncovered . if the area of the field is 560 sq . feet , how many feet of fencing will be required ?",d,geometry, 34 , 40 , 68 , 76 , 92 
687,how many internal diagonals does a octagon ( eight sided polygon ) have ?,e,geometry, 90', 85', 70', 35', 20'] 
688,"the length of rectangle is thrice its breadth and its perimeter is 48 m , find the area of the rectangle ?",b,geometry, 432 , 108 , 252 , 992 , 212 
689,the perimeter of a triangle is 48 cm and the in radius of the triangle is 2.5 cm . what is the area of the triangle ?,c,geometry, 76 , 88 , 60 , 55 , 35 
690,"what will be the cost of house to paint which area equal to 484 sq ft , if the price per foot of building is rs . 20",b,geometry, 1800 , 1760 , 1400 , 2600 , 3600 
691,the area of sector of a circle whose radius is 12 metro and whose angle at the center is 38 ° is ?,c,geometry, 30 m 2 , 40 m 2 , 47.7 m 2 , 50 m 2 , 55 m 2 
692,"the sides of a triangle are in the ratio 5 : 12 : 13 and its perimeter is 180 m , its area is ?",a,geometry, 90 , 882 , 277 , 261 , 281 
693,"if the sides of a triangle are 65 cm , 60 cm and 25 cm , what is its area ?",b,geometry, 120 cm 2 , 750 cm 2 , 216 cm 2 , 197 cm 2 , 275 cm 2 
694,the length of a rectangle is three times of its width . if the length of the diagonal is 8 √ 10 then find the perimeter of the rectangle .,c,geometry, 77 cm', 88 cm', 64 cm', 11 cm', 18 cm'] 
695,the area of a square is equal to three times the area of a rectangle of dimensions 49 cm * 27 cm . what is the perimeter of the square ?,c,geometry, 380 cm , 264 cm , 252 cm , 324 cm , 296 cm 
696,"in right triangle abc , ac is the hypotenuse . if ac is 10 and ab + bc = 20 , what is the area of the triangle abc ?",c,geometry, 225 , 450 , 75 , 200 , 200 √ 2 
697,each side of a rectangular field diminished by 40 % . by how much per cent is the area of the field diminished ?,b,geometry, 32', 64', 25', 16', none'] 
698,if a number is subtracted from its square we get 272 . find the number ?,e,geometry, 7', 21', 19', 15', 17'] 
699,the area of a circular field is 13.86 hectares . find the cost of fencing it at the rate of rs . 4.40 per metre .,d,geometry, 2399 , 3888 , 2999 , 5808 , 2888 
700,the diagonals of a rhombus are 11 cm and 16 cm . find its area ?,d,geometry, 277 , 266 , 150 , 88 , 212 
701,"find the perimeter of a triangle with sides measuring 7 centimeters , 10 centimeters and 15 centimeters .",c,geometry, 10 cm', 15 cm', 32 cm', 35 cm', 20 cm'] 
702,two isosceles triangles have equal vertical angles and their areas are in the ratio 25 : 49 . find the ratio of their corresponding heights .,d,geometry, 4 / 5 , 5 / 4 , 3 / 2 , 5 / 7 , 2 / 3 
703,"difference between the length & breadth of a rectangle is 26 m . if its perimeter is 208 m , then the ratio of area and perimeter is ? ? we have : ( l - b ) = 26 and 2 ( l + b ) = 208 or ( l + b ) = 104 ?",a,geometry, 315 : 26 , 315 : 25 , 315 : 30 , 415 : 35 , 425 : 35 
704,"two sides of a triangle have lengths x and t and meet at a right angle . if the perimeter of the triangle is 4 x , what is the ratio of x to t ?",b,geometry, a ) 2 : 3', b ) 3 : 4', c ) 4 : 3', d ) 3 : 2', e ) 2 : 1'] 
705,find the smallest number that must be added to 1780 to make it a perfect square .,c,geometry, 17 , 42 , 69 , 47 , 52 
706,"a rectangular lawn of length 200 m by 120 m has two roads running along its center , one along the length and the other along the width . if the width of the roads is 5 m what is the area y covered by the two roads ?",c,geometry, 400 , 1550 , 1575 , 1600 , 1625 
707,"the radius of a cylinder is 10 m , height 15 m . the volume of the cylinder is :",e,geometry, 2200 , 5500 , 3300 , 1100 , 4714.3 
708,mr . loyd wants to fence his square shaped land of 150 sqft each side . if a pole is laid every 30 ft how many poles do he need ?,b,geometry, 20', 30', 40', 50', 60'] 
709,the area of square abcd above is 22 . the shaded region is the intersection of the square and a circular region centered at c . what is the area of the shaded region ?,b,geometry, 18 − 9 / 4 ∗ π', 22 − 11 / 2 ∗ π', 9 + 9 / 4 ∗ π', 9 + 9 / 2 ∗ π', 9 / 2 − 9 / 4 ∗ π'] 
710,a cube of edge 5 cm is cut into cubes of each edge 1 cm . the ratio of the total surface area of one of the small cubes to that of the large cube is equal to,b,geometry, 1 : 5', 1 : 25', 1 : 125', 1 : 625', none'] 
711,"the volume of a sphere with radius r is ( 4 / 3 ) * pi * r ^ 3 and the surface area is 4 * pi * r ^ 3 . if a sperical balloon has a volume of 36 pi cubic centimeters , what is hte surface area of the balloon in square centimeters ?",b,geometry, a . 40 , b . 100 , c . 400 , d . 1, e . 10
712,all the faces of cubes are painted with red colour . it is then cut into 64 equal small cubes . find how many small cubes are there whose two adjacent faces are coloured red ?,d,geometry, 0 , 8 , 16 , 24 , 4 
713,the parameter of a square is equal to the perimeter of a rectangle of length 8 cm and breadth 6 cm . find the circumference of a semicircle whose diameter is equal to the side of the square .,e,geometry, 23.56 , 23.59 , 23.55 , 23.53 , 11.0 
714,"in a new housing development , trees are to be planted along the sidewalk of a certain street . each tree takes up one square foot of sidewalk space , and there are to be 14 feet between each tree . how many trees can be planted if the road is 151 feet long ?",d,geometry, 8 , 9 , 10 , 11 , 12 
715,"a certain farmer pays $ 30 per acre per month to rent farmland . how much does the farmer pay per month to rent a rectangular plot of farmland that is 1080 feet by 605 feet ? ( 43,560 square feet = 1 acre )",c,geometry, $ 5, $ 3, $ 450 , $ 360 , $ 150 
716,"one side of a rectangle is 3 cm shorter than the other side . if we increase the length of each side by 1 cm , then the area of the rectangle will increase by 22 cm 2 . find the lengths of all sides .",e,geometry, 10 and 3 , 7 and 10 , 10 and 7 , 3 and 10 , 12 and 9 
717,"what is the perimeter , in meters , of a rectangular garden 12 meters wide that has the same area as a rectangular playground 16 meters long and 12 meters wide ?",d,geometry, 48 , 56 , 60 , 56 , 192 
718,the ratio of the length and the width of a rectangle is 4 : 3 and the area of the rectangle is 4332 sq cm . what is the ratio of the width and the area of the rectangle ?,b,geometry, 1 : 72 , 1 : 76 , 1 : 80 , 1 : 84 , 1 : 88 
719,all the faces of cubes are painted with red colour . it is then cut into 64 equal small cubes . find how many small cubes have only one face coloured ?,d,geometry, 4 , 8 , 16 , 24 , 2 
720,a 1.5 by 2 rectangle is inscribed in circle . what is the circumference of the circle ?,a,geometry, 2.5 π', 3 π', 3.5 π', 4 π', 5.5 π'] 
721,a diagonal of a polygon is an segment between two non - adjacent vertices of the polygon . how many diagonals does a regular 45 - sided polygon have ?,b,geometry, 875 , 945 , 1425 , 2025 , 2500 
722,if the perimeter of square region e and the perimeter of rectangular region r are equal and the sides of r are in the ratio 2 : 3 then the ratio of the area of r to the area of e,b,geometry, 25 : 16', 24 : 25', 5 : 6', 4 : 5', 4 : 9'] 
723,what is the maximum number t of 27 cubic centimetre cubes that can fit in a rectangular box measuring 8 centimetre x 9 centimetre x 12 centimetre ?,c,geometry, 36', 32', 24', 21', 15'] 
724,"in the xy - plane , a triangle has vertices ( 0,0 ) , ( 4,0 ) and ( 4,6 ) . if a point ( a , b ) is selected at random from the triangular region , what is the probability that a - b > 0 ?",d,geometry, 1 / 5 , 1 / 3 , 1 / 2 , 2 / 3 , 4 / 5 
725,the edge of a cube is 4 a cm . find its surface ?,c,geometry, 24 a 8 , 24 a 4 , 96 a 2 , 24 a 2 , 24 a 7 
726,the length and breadth of a rectangle is increased by 11 % and 22 % respectively . what is the increase in the area ?,c,geometry, 35.22 , 33.52 , 35.42 , 36.22 , 38.42 
727,"on the xy - coordinate plane , point a lies on the y - axis and point b lies on the x - axis . points a , b , and c form a right triangle with a 90 - degree angle at point c and the triangle has an area of 20 . if ac is parallel to the x - axis , and bc is parallel to the y - axis , which of the following could be the coordinates of point c ?",d,geometry, ( 8 , ( 4 , ( - 5 , ( - 2 , ( - 15 
728,"a rectangular wall is covered entirely with two kinds of decorative tiles : regular and jumbo . 1 / 3 of the tiles are jumbo tiles , which have a length three times that of regular tiles and have the same ratio of length to width as the regular tiles . if regular tiles cover 70 square feet of the wall , and no tiles overlap , what is the area of the entire wall ?",c,geometry, 160 , 240 , 385 , 440 , 560 
729,the sum of a number and its square is 1406 . what is the number ?,d,geometry, 1409', 1402', 1221', 1406', 8828'] 
730,"the radius of a cylinder is 6 m , height 21 m . the total surface area of the cylinder is ?",b,geometry, 525 , 528 , 522 , 529 , 521 
731,the circumferences of two circles are 132 meters and 352 meters . find the difference between the areas of the larger and the smaller circles ?,e,geometry, 2996 sq m , 2897 sq m , 4312 sq m , 5768 sq m , 8470 sq m 
732,"if the perimeter and diagonal of a rectangle are 14 and 5 cms respectively , find its area .",a,geometry, 12 cm 2', 16 cm 2', 20 cm 2', 24 cm', none of these'] 
733,"what is the smallest positive integer nn such that √ 6,480 ∗ n is a perfect cube ?",e,geometry, 5 , 5 ^ 2 , 30 , 30 ^ 2 , 30 ^ 4 
