,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
1405,"the weights of one liter vegetable ghee packet of two brands ‘ a ’ and ‘ b ’ are 900 gm and 850 gm respectively . if they are mixed in the ratio of 3 : 2 by volumes to form a mixture of 4 liters , what is the weight ( in kg ) of the mixture ?",c,other, 3.84 , 1.75 , 3.52 , 2.72 , none of these 
1406,the number of sailors on a ship is 88 % more than the number of officers . the ratio of sailors to officers would be,c,other, 33 : 25 , 47 : 20 , 47 : 25 , 22 : 25 , 97 : 50 
1407,"two numbers are in the ratio of 5 : 7 . if 20 is subtracted from each number , they are in the ratio of 5 : 9 . what are the two numbers ?",b,other, 35 , 40 , 45 , 50 , 55 
1408,"in a certain kindergarten , every child has got either a dog or a cat or both . 18 children have got dogs only and 6 children have got both dogs and cats . if there are 30 children in the kindergarten , how many of them have cats ?",b,other, 6 , 12 , 14 , 16 , 20 
1409,"the compound ratio of 1 : 4 , 3 : 2 and 4 : 5 ?",d,other, 1 : 9 , 1 : 7 , 1 : 2 , 3 : 10 , 1 : 4 
1410,"a certain store sold pens for $ 0.35 each and pencils for $ 0.25 each . if a customer purchased both pens and pencils from the store for a total of $ 1.60 , what total number of pens and pencils did the customer purchase ?",a,other, 6 , 9 , 10 , 11 , 12 
1411,how many prime numbers between 1 and 100 are factors of 7150 ?,b,other, 238 , 100 , 299 , 270 , 111 
1412,the ratio of three numbers is 6 : 7 : 5 and their sum is 108 . the second number of the three numbers is ?,b,other, 12 , 42 , 30 , 36 , none of these 
1413,"if 0.10 of a number is equal to 0.070 of another number , the ratio of the numbers is :",c,other, 2 : 3 , 3 : 4 , 7 : 10 , 20 : 3 , 30 : 7 
1414,"if two dice are thrown together , the probability of getting a square number on both the dice is",d,other, 5 / 12 , 1 / 3 , 1 / 4 , 1 / 12 , 2 / 3 
1415,"a dog breeder currently has 9 breeding dogs . 6 of the dogs have exactly 1 littermate , and 3 of the dogs have exactly 2 littermates . if 2 dogs are selected at random , what is the probability r that both selected dogs are not littermates ?",c,other, 1 / 6 , 2 / 9 , 5 / 6 , 7 / 9 , 8 / 9 
1416,8 men and 2 boys working together can do 4 times as much work as a man and a boy . working capacity of man and boy is in the ratio,a,other, 1 : 2 , 1 : 3 , 2 : 1 , 2 : 3 , none of these 
1417,what is the square root of 16 ?,b,other, 8 , 4 , 35 , 42 , 86 
1418,"a cat leaps 5 leaps for every 4 leaps of a dog , but 3 leaps of the dog are equal to 4 leaps of the cat . what is the ratio of the speed of the cat to that of the dog ?",d,other, 11 : 15 , 15 : 11 , 16 : 15 , 15 : 16 , 11 : 16 
1419,"in a colony of 70 residents , the ratio of the number of men and women is 4 : 3 . among the women , the ratio of the educated to the uneducated is 1 : 4 . if the ratio of the number of education to uneducated persons is 8 : 27 , then find the ratio of the number of educated and uneducated men in the colony ?",e,other, 1 : 7 , 1 : 1 , 1 : 2 , 1 : 9 , 1 : 3 
1420,find the number of zeroes at the end of 50 !,c,other, 10 , 11 , 12 , 13 , 14 
1421,how many of the positive factors of 33 are not factors of 45 ?,c,other, 0 , 1 , 2 , 3 , 4 
1422,"a certain high school has 500 students . of these students , 40 are taking music , 20 are taking art , and 10 are taking both music and art . how many students are taking neither music nor art ?",c,other, 430 , 440 , 450 , 460 , 470 
1423,"a dog takes 5 leaps for every 8 leaps of a hare . if one leap of the dog is equal to 4 leaps of the hare , the ratio of the speed of the dog to that of the hare is :",c,other, 5 : 8 , 5 : 3 , 5 : 2 , 5 : 9 , 2 : 5 
1424,"how many of the positive factors of 26 , 16 and how many common factors are there in numbers ?",b,other, 1 , 2 , 3 , 4 , 5 
1425,"a certain manufacturer of cake , muffin , and bread mixes has 100 buyers , of whom 50 purchases cake mix , 40 purchase muffin mix , and 15 purchase both cake mix and muffin mix . if a buyer is to be selected at random from the 100 buyers , what is the probability that the buyer selected will be one who purchases neither cake mix nor muffin mix ?",c,other, 1 / 10 , 3 / 10 , 1 / 4 , 7 / 10 , 9 / 10 
1426,"in a group of people , if 30 people were made to stand in each column , 16 columns could be formed . if 48 people were made to stand in a column , how many columns could be formed ?",a,other, 10 , 12 , 14 , 16 , 18 
1427,"the ratio between the presents of the a and b is 6 : 7 . if b is 4 years older than a , what will be the ratio of the ages of a and b after 4 years ?",c,other, 1 : 2 , 9 : 11 , 7 : 8 , 6 : 7 , 3 : 4 
1428,"how many of the positive factors of 63 , 84 and how many common factors are there in numbers ?",b,other, 2 , 4 , 3 , 5 , 1 
1429,in what ratio should a variety of rice costing rs . 20 per kg be mixed with another variety of rice costing rs . 31.50 per kg to obtain a mixture costing rs . 23.75 per kg ?,d,other, 16 : 30 , 30 : 14 , 16 : 31 , 31 : 15 , 15 : 31 
1430,"in a college , the ratio of the number of boys to girls is 8 : 4 . if there are 200 girls , the total number of students in the college is",c,other, 420 , 520 , 600 , 720 , 820 
1431,"a certain bag contains 60 balls — 22 white , 18 green , 5 yellow , 6 red , and 9 purple . if a ball is to be chosen at random , what is the probability that the ball will be neither red nor purple ?",d,other, 0.09 , 0.15 , 0.54 , 0.75 , 0.91 
1432,an alloy is to contain copper and zinc in the ratio 5 : 3 . the zinc required to be melted with 40 kg of copper is ?,d,other, 15 kg , 20 kg , 8 kg , 24 kg , 32 kg 
1433,"if 0.5 of a number is equal to 0.09 of another number , the ratio of the numbers i",e,other, 2 : 3 , 3 : 4 , 3 : 20 , 3 : 7 , 9 : 50 
1434,"each factor of 230 is inscribed on its own plastic ball , and all of the balls are placed in a jar . if a ball is randomly selected from the jar , what is the probability that the ball is inscribed with a multiple of 42 ?",d,other, 1 / 16 , 5 / 42 , 1 / 8 , 3 / 16 , 1 / 4 
1435,how many factors does 25 ^ 2 have ?,b,other, 2 , 8 , 24 , 25 , 26 
1436,"in a circuit board factory , all circuit boards that pass a verification process are certified . every board that fails the verification process is indeed faulty , but 1 / 8 of those that pass are also faulty . approximately how many faulty circuit boards exist in a group of 3200 circuit boards where 64 fail inspection ?",c,other, 72 , 192 , 456 , 256 , 264 
1437,"in a sports club with 30 members , 17 play badminton and 19 play tennis and 2 do not play either . how many members play both badminton and tennis ?",e,other, 3 , 5 , 6 , 7 , 8 
1438,"in a certain alphabet , 13 letters contain a dot and a straight line . 24 letters contain a straight line but do not contain a dot . if that alphabet has 40 letters , all of which contain either a dot or a straight line or both , how many letters contain a dot but do not contain a straight line ?",a,other, 3 , 8 , 14 , 20 , 28 
1439,find the number of different prime factors of 12800,b,other, 4 , 2 , 3 , 5 , 6 
1440,"the compound ratio of 5 : 8 , 3 : 2 and 4 : 5 ?",c,other, 1 : 1 , 1 : 87 , 3 : 4 , 1 : 9 , 1 : 2 
1441,the ratio of three numbers is 5 : 3 : 4 and their sum is 108 . the second number of the three numbers is ?,b,other, 23 , 27 , 30 , 32 , 34 
1442,in a group of 6 boys and 4 girls are to be selected . in how many different ways can they be selected such that at least one boy should be there ?,a,other, 209 , 200 , 210 , 225 , 221 
1443,"the ratio of the incomes of a and b is 5 : 4 and the ratio of their expenditure is 3 : 2 . if at the end of the year , each saves $ 1600 then the income of a is ?",b,other, $ 1500 , $ 4000 , $ 2000 , $ 2500 , $ 3200 
1444,"in a group of 8 engineers , 3 engineers have a phd degree ; the others have only an ms or bs degree . a team of 3 engineers is to be chosen which must have at least 1 engineer with a phd , how many different teams can be chosen ?",b,other, 56 , 46 , 64 , 65 , 10 
1445,"in the standard formulation of a flavored drink the ratio by volume of flavoring to corn syrup to water is 1 : 12 : 30 . in the sport formulation , the ratio of flavoring to corn syrup is three times as great as in the standard formulation , and the ratio of flavoring to water is half that of the standard formulation . if a large bottle of the sport formulation contains 4 ounces of corn syrup , how many ounces of water does it contain ?",d,other, 45 , 50 , 55 , 60 , 63 
1446,there are 600 students in a school . the ratio of boys and girls in this school is 3 : 5 . find the total of girls & boys are there in this school ?,c,other, 243 , 265 , 375 , 390 , 400 
1447,"in a class of 50 students , 18 take chorus , 26 take band , and 2 take both chorus and band . how many students in the class are not enrolled in either chorus or band ?",a,other, 8 , 12 , 15 , 16 , 18 
1448,39 ! is divided by 41 . then what is the remainder ?,a,other, 1 , 3 , 4 , 6 , 9 
1449,"if 30 % of the 880 students at a certain college are enrolled in biology classes , how many students at the college are not enrolled in a biology class ?",c,other, 620 , 630 , 616 , 600 , 650 
1450,"ratio between rahul and deepak is 4 : 3 , after 10 years rahul age will be 26 years . what is deepak present age",a,other, 12 , 15 , 20 , 22 , 23 
1451,two numbers are in respectively 20 % and 50 % more than a third number . the ratio of the two numbers is ?,c,other, 2 : 5 , 1 : 2 , 4 : 5 , 3 : 7 , 5 : 6 
1452,"the number of people who purchased book a is twice the number of people who purchased book b . the number of people who purchased both books a and b is 500 , which is twice the number of people who purchased only book b . what is the number of people z who purchased only book a ?",d,other, 250 , 500 , 750 , 1000 , 1500 
1453,a container holding 12 ounces of a solution that is 1 part alcohol to 2 parts water is added to a container holding 9 ounces of a solution that is 1 part alcohol to 2 parts water . what is the ratio of alcohol to water in the resulting solution ?,a,other, 1 : 2 , 3 : 7 , 3 : 5 , 4 : 7 , 7 : 3 
1454,"there are 202 lights which are functional and each is controlled by a separate on / off switch . two children a and b start playing with the switches . a starts by pressing every third switch till he reaches the end . b , thereafter , presses every fifth switch till he too reaches the end . if all switches were in off position at the beggining , how many lights are switched on by the end of this operation ?",e,other, 93 , 94 , 92 , 96 , 95 
1455,"if all the 6 are replaced by 9 , then the algebraic sum of all the numbers from 1 to 100 ( both inclusive ) varies by",a,other, 330 , 340 , 350 , 360 , 370 
1456,"if n is the greatest positive integer for which 2 ^ n is a factor of 6 ! , then n = ?",b,other, 2 , 4 , 6 , 8 , 10 
1457,"each factor of 230 is inscribed on its own plastic ball , and all of the balls are placed in a jar . if a ball is randomly selected from the jar , what is the probability that the ball is inscribed with a multiple of 46 ?",e,other, 1 / 16 , 5 / 42 , 1 / 8 , 3 / 16 , 1 / 4 
1458,if the ratio of two number is 3 : 4 and lcm of the number is 180 then what is the number .,a,other, 15 , 20 , 25 , 30 , 35 
1459,the h . c . f of two numbers is 23 and the other two factors of their l . c . m are 15 and 16 . the larger of the two numbers is :,d,other, 338 , 278 , 322 , 368 , 121 
1460,"in a graduating class of 236 students , 144 took geometry and 119 took biology . what is the difference between the greatest possible number and the smallest possible number of students that could have taken both geometry and biology ?",d,other, 144 , 119 , 113 , 117 , 31 
1461,"initially , the men and women in a room were in the ratio of 4 : 5 . then , 2 men entered the room and 3 women left the room . then , the number of women doubled . now there are 14 men in the room . how many r women are currently in the room ?",d,other, 12 , 14 , 15 , 24 , 36 
1462,find the fraction which has the same ratio to 2 / 3 that 3 / 5 has to 6 / 7,d,other, 1 / 5 , 2 / 22 , 3 / 4 , 7 / 15 , 5 / 6 
1463,"there are two positive numbers in the ratio 3 : 11 . if the larger number exceeds the smaller by 32 , then what is the smaller number ?",c,other, 8 , 11 , 12 , 15 , 17 
1464,"a survey was taken among 100 brainiacs . of those surveyed , twice as many brainiacs likerebus teasers as math teasers . if 18 brainiacs like both rebus teasers and math teasers and 4 like neither kind of teaser , how many brainiacs like math teasers but not rebus teasers ?",d,other, 17 , 18 , 19 , 20 , 21 
1465,"a jar contains a mixture of a & b in the ratio 4 : 1 . when 10 l of mixture is replaced with liquid b , ratio becomes 2 : 3 . how many liters of liquid a was present in mixture initially .",c,other, 12 , 15 , 16 , 20 , 25 
1466,"at an m & m factory , two types of m & ms are produced , red and blue . the m & ms are transported individually on a conveyor belt . anna is watching the conveyor belt , and has determined that 4 out of every 5 red m & ms are followed by a blue one , while one out of every 6 blue m & ms is followed by a red one . what proportion of the m & ms are red ?",e,other, 1 / 29 , 2 / 29 , 3 / 29 , 4 / 29 , 5 / 29 
1467,"in a certain corporation , there are 300 male employees and 150 female employees . it is known that 50 % of the male employees have advanced degrees and 40 % of the females have advanced degrees . if one of the 450 employees is chosen at random , what is the probability this employee has an advanced degree or is female ?",b,other, 1 / 2 , 2 / 3 , 3 / 4 , 4 / 5 , 5 / 6 
1468,"a firm is comprised of partners and associates in a ratio of 2 : 63 . if 35 more associates were hired , the ratio of partners to associates would be 1 : 34 . how many partners are currently in the firm ?",b,other, 12 , 14 , 16 , 18 , 20 
1469,x starts a business with rs . 45000 . y joins in the business after 6 months with rs . 30000 . what will be the ratio in which they should share the profit at the end of the year ?,c,other, 1 : 2 , 2 : 1 , 3 : 1 , 2 : 3 , 5 : 3 
1470,the h . c . f . of two numbers is 23 and the other two factors of their l . c . m . are 13 and 16 . the larger of the two numbers is :,e,other, 276 , 299 , 322 , 345 , 368 
1471,how many zeros does 100 ! end with ?,b,other, 20 , 24 , 25 , 30 , 32 
1472,"a certain car dealership sells economy cars , luxury cars , and sport utility vehicles . the ratio of economy to luxury cars is 3 : 2 . the ratio of economy cars to sport utility vehicles is 4 : 2 . what is the ratio of luxury cars to sport utility vehicles ?",d,other, 9 : 8 , 8 : 9 , 3 : 2 , 8 : 6 , 1 : 2 
1473,"two alloys a and b are composed of two basic elements . the ratios of the compositions of the two basic elements in the two alloys are 5 : 3 and 1 : 5 , respectively . a new alloy x is formed by mixing the two alloys a and b in the ratio 4 : 3 . what is the ratio of the composition of the two basic elements in alloy x ?",b,other, 1 : 1 , 3 : 4 , 5 : 2 , 4 : 3 , 7 : 9 
1474,"in a express train passengers traveling in a . c . sleeper class , first class and sleeper class are in the ratio 1 : 2 : 3 , and fare to each class in the ratio 5 : 4 : 2 . if the income from this train is rs . 57000 , the income of a . c . sleeper class is",c,other, rs . 8000 , rs . 12000 , rs . 15000 , rs . 6000 , none 
1475,how many positive factors do 150 and 90 have in common ?,a,other, 8 , 12 , 16 , 18 , 24 
1476,"a can contains a mixture of liquids a and b is the ratio 7 : 5 . when 12 litres of mixture are drawn off and the can is filled with b , the ratio of a and b becomes 7 : 9 . how many liter of liquid a was contained by the can initially ?",d,other, 25 , 27 , 29 , 28 , 31 
1477,"a certain telephone company offers two plans , a and b . under plan a , the company charges a total of $ 0.60 for the first 8 minutes of each call and $ 0.06 per minute thereafter . under plan b , the company charges $ 0.08 per minute of each call . what is the duration of a call , in minutes , for which the company charges the same amount under plan a and under plan b ?",c,other, 2 , 9 , 6 , 21 , 30 
1478,"sachin is younger than rahul by 9 years . if the ratio of their ages is 7 : 9 , find the age of sachin",a,other, 31.5 , 24.5 , 24.3 , 24.9 , 24.1 
1479,"in a class of 40 students , 10 did not opt for math . 15 did not opt for science and 2 did not opt for either . how many students of the class opted for both math and science ?",c,other, 13 , 15 , 7 , 17 , 18 
1480,"at a certain organisation , the number of male members went up by 12 % in the year 2001 from year 2000 , and the number of females members went down by 5 % in the same time period . if the total membership at the organisation went up by 1.2 % from the year 2000 to 2001 , what was the ratio of male members to female members in the year 2000 ?",e,other, 1 : 2 , 1 : 3 , 2 : 3 , 3 : 2 , 4 : 7 
1481,"in a certain animal shelter , the ratio of the number of dogs to the number of cats is 15 to 7 . if 20 additional cats were to be taken in by the shelter , the ratio of the number of dogs to the number of cats would be 15 to 11 . how many dogs are in the shelter ?",a,other, 75 , 25 , 30 , 45 , 60 
1482,"a study group consists of 4 english majors , 6 biological sciences majors , and 5 engineers . in how many ways can 3 english majors , 3 biological science majors and 3 engineers selected from the given group ?",d,other, 987 ways , 346 ways , 600 ways , 200 ways , 134 ways 
1483,"in the third grade of windblown school there are 90 students , one third of them failed the math test and 1 / 6 failed that literature test . at least how many students failed both tests ?",a,other, 0 . , 6 . , 8 . , 10 . , 12 . 
1484,"in a certain large company , the ratio of college graduates with a graduate degree to non - college graduates is 1 : 8 , and ratio of college graduates without a graduate degree to non - college graduates is 2 : 3 . if one picks a random college graduate at this large company , what is the probability e this college graduate has a graduate degree ?",d,other, 1 / 11 , 1 / 12 , 1 / 13 , 3 / 19 , 3 / 43 
1485,"if $ 935 are divided between worker a and worker b in the ratio 5 : 12 , what is the share that worker b will get ?",e,other, 62.15 % , 64.26 % , 66.37 % , 68.48 % , 70.59 % 
1486,"if both 5 ^ 2 and 3 ^ 3 are factors of the number a * 4 ^ 3 * 6 ^ 2 * 13 ^ 11 , then what is the smallest possible value of a ?",b,other, 49 , 75 , 150 , 225 , 343 
1487,"if log 0.317 = 0.3332 and log 0.318 = 0.3364 , then find log 0.319",a,other, 0.3396 , 0.3496 , 0.3596 , 0.3696 , 0.3796 
1488,the simple form of the ratio 4 / 5 : 8 / 9 is ?,e,other, 5 : 8 , 4 : 9 , 5 : 9 , 5 : 3 , 9 : 10 
1489,"how many prime numbers between 1 and 100 are factors of 7,150 ?",d,other, one , two , three , four , five 
1490,"a firm is comprised of partners and associates in a ratio of 2 : 61 . if 60 more associates were hired , the ratio of partners to associates would be 4 : 137 . how many partners are currently in the firm ?",c,other, 12 , 14 , 16 , 18 , 20 
1491,"a certain bag contains 100 balls â € ” 50 white , 30 green , 8 yellow , 9 red , and 3 purple . if a ball is to be chosen at random , what is the probability that the ball will be neither red nor purple ?",d,other, 0.9 , 0.75 , 0.6 , 0.88 , 0.5 
1492,if neha is 10 both sonali and priyanka is 15 both sadaf and tanu is 10 . how much is prinka by the same system ?,c,other, 8 , 11 , 10 , 15 , 6 
1493,"in the third grade of windblown school there are 78 students , one third of them failed the math test and 1 / 6 failed that literature test . at least how many students failed both tests ?",a,other, 0 . , 6 . , 8 . , 10 . , 12 . 
1494,x starts a business with rs . 45000 . y joins in the business after 8 months with rs . 30000 . what will be the ratio in which they should share the profit at the end of the year ?,b,other, 1 : 2 , 9 : 2 , 1 : 3 , 3 : 1 , 1 : 1 
1495,what number has a 5 : 1 ratio to the number 12 ?,e,other, 22 , 50 , 88 , 52 , 60 
1496,"there are 10 slate rocks , 15 pumice rocks , and 6 granite rocks randomly distributed in a certain field . if 2 rocks are chosen at random and without replacement , what is the probability that both rocks will be slate rocks ?",b,other, 2 / 19 , 3 / 31 , 4 / 37 , 5 / 41 , 6 / 53 
1497,"ratio between rahul and deepak is 4 : 3 , after 6 years rahul age will be 42 years . what is deepak present age .",e,other, 14 , 15 , 20 , 22 , 27 
1498,"a bag contains 4 red , 5 blue and 3 green balls . if 3 ballsare picked at random , what is the probability that both are red ?",e,other, 1 / 33 , 1 / 22 , 1 / 12 , 1 / 44 , 1 / 55 
1499,"at a meeting , 25 attendants used a pencil and 15 attendants used a pen . if exactly 20 attendants used only one of the two types of writing tools , how many attendants wrote with both types of writing tools ?",a,other, 10 , 6 , 7 , 4 , 14 
1500,"in a certain town , the ratio of ny yankees fans to ny mets fans is 2 : 1 , and the ratio of ny mets fans to boston red sox fans is 3 : 7 . if there are 320 baseball fans in the town , each of whom is a fan of exactly one of those three teams , how many ny mets fans are there in this town ?",d,other, 48 , 52 , 56 , 60 , 64 
1501,"of the 200 stamps in a collection , 90 are foreign and 50 are more than 10 years old . if 20 stamps are both foreign and more than 10 years old , how many stamps are neither foreign nor more than 10 years old ?",b,other, 30 , 80 , 100 , 130 , 150 
1502,"two vessels p and q contain 62.5 % and 87.5 % of alcohol respectively . if 3 litres from vessel p is mixed with 4 litres from vessel q , the ratio of alcohol and water in the resulting mixture is ?",d,other, 179 : 2 , 178 : 3 , 179 : 1 , 179 : 54 , 179 : 45 
1503,"the ratio of the present age of sandy to that of molly is 7 : 2 . twelve years from now , the ratio of the ages of sandy to molly will be 5 : 2 . what was sandy ' s age 6 years ago ?",d,other, 39 , 45 , 51 , 57 , 63 
1504,how many positive integers between 5 and 5000 ( both are inclusive ) are there such that they are multiples of 5 ?,b,other, 1500 , 1000 , 999 , 1001 , 1005 
1505,"the ratio of the number of red cars in a certain parking lot to the number of black cars is 3 to 8 . if there are 52 black cars in the lot , how many red cars are there in the lot ?",b,other, 11 , 20 , 24 , 27 , 32 
1506,"in a certain pet shop , the ratio of dogs to cats to bunnies in stock is 3 : 5 : 9 . if the shop carries 204 dogs and bunnies total in stock , how many dogs are there ?",a,other, 51 , 66 , 98 , 112 , 154 
1507,"there are 9 executives , including the ceo and cfo , that are asked to form a small team of 4 members . however , the ceo and cfo may not both be assigned to the team . given this constraint , how many ways are there to form the team ?",e,other, 97 , 99 , 101 , 103 , 105 
1508,in what ratio water be mixed with milk costing rs . 12 per liter to obtain a mixture worth of rs . 8 per litre ?,b,other, 2 : 7 , 1 : 2 , 2 : 9 , 2 : 2 , 2 : 6 
1509,"if the numbers 1 to 100 are written on 100 pieces of paper , ( one on each ) and one piece is picked at random , then what is the probability that the number drawn is neither prime nor composite ?",c,other, 1 / 50 , 1 / 25 , 1 / 100 , 1 , 2 
1510,what is the ratio whose term differ by 40 and the measure of which is 2 / 7 ?,b,other, 32 : 23 , 16 : 56 , 71 : 85 , 32 : 39 , 41 : 52 
1511,what is the number of integers from 1 to 1000 ( inclusive ) that are divisible by neither 11 nor by 34 ?,b,other, 884 , 890 , 892 , 910 , 945 
1512,veena ranks 79 rd from the top in a class of 182 . what is her rank from the bottom if 22 students have failed the examination ?,c,other, 88 , 108 , 82 , 90 , 93 
1513,"the present ratio of students to teachers at a certain school is 40 to 1 . if the student enrollment were to increase by 50 students and the number of teachers were to increase by 5 , the ratio of students to teachers would then be 25 to 1 . what is the present number of teachers ?",a,other, 5 , 8 , 10 , 12 , 15 
1514,total num of pupiles in 3 grades of scholl is 333 . the no of pupiles in grades 1 and 2 are un 3 : 5 ratio and 2 and 3 grades are 7 : 11 ratio . what is the strength of class that has highest no of pupils,c,other, 145 , 155 , 165 , 175 , 185 
1515,"initially , the men and women in a room were in the ratio of 4 : 5 . then , 2 men entered the room and 3 women left the room . then , the number of women doubled . now there are 14 men in the room . how many d women are currently in the room ?",d,other, 12 , 14 , 15 , 24 , 36 
1516,"a marketing firm determined that , of 200 households surveyed , 80 used neither brand k nor brand b soap , 60 used only brand k soap , and for every household that used both brands of soap , 3 used only brand b soap . how many of the 200 households surveyed used both brands of soap ?",d,other, 15 , 20 , 30 , 40 , 45 
1517,"a certain university will select 1 of 7 candidates eligible to fill a position in the mathematics department and 2 of 10 candidates eligible to fill 2 identical positions in the computer science department . if none of the candidates is eligible for a position in both departments , how many different sets of 3 candidates are there to fill the 3 positions ?",e,other, 42 , 70 , 140 , 165 , 315 
1518,"a girl scout was selling boxes of cookies . in a month , she sold both boxes of chocolate chip cookies ( $ 1.25 each ) and boxes of plain cookies ( $ 0.75 each ) . altogether , she sold 1,585 boxes for a combined value of $ 1 , 586.75 . how many boxes of plain cookies did she sell ?",e,other, 0 , 233 , 500 , 695 , 789 
1519,the ratio of 2 numbers is 2 : 7 and their h . c . f . is 18 . their l . c . m . is ?,a,other, 252 , 243 , 521 , 361 , 600 
1520,"110 people are attending a newspaper conference . 45 of them are writers and more than 38 are editors . of the people at the conference , x are both writers and editors and 2 x are neither . what is the largest possible number of people who are both writers and editors ?",d,other, 34 , 32 , 30 , 26 , 28 
1521,"one year ago , the ratio of roonie ’ s and ronaldo ’ s age was 6 : 7 respectively . 4 years hence , this ratio would become 7 : 8 . how old is ronaldo ?",e,other, 32 , 33 , 34 , 35 , 36 
1522,"6 ) a marketing firm determined that , of 180 households surveyed , 80 used neither brand a nor brand b soap . 60 used only brand a soap and for every household that used both brands of soap , 3 used only brand b soap . how many of the 200 household surveyed used both brands of soap ?",d,other, a ) 15 , b ) 20 , c ) 30 , d ) 10 , e ) 45 
1523,"a certain music store stocks 800 cellos and 600 violas . of these instruments , there are 80 cello - viola pairs , such that a cello and a viola were both made with wood from the same tree ( each tree can make at most one viola and one cello , so there are no pairs other than these 90 ) . if one viola and one cello are chosen at random , what is the probability that the two instruments are made with wood from the same tree ?",c,other, 3 / 16, 1 / 8, 1 / 600 , 1 / 90 , 2 / 45 
1524,in what ratio must rice of rs . 54 per kg be mixed with rice of rs . 35 per kg so that cost of mixture is rs . 42 per kg ?,b,other, 9 : 7 , 7 : 12 , 12 : 7 , 5 : 6 , 7 : 9 
1525,if the ratio of two number is 4 : 6 and lcm of the number is 280 then what is the number .,a,other, 12 , 20 , 25 , 30 , 35 
1526,"between 100 to 200 how many no are divisible by both 3 and 2 and 100,200 are inclusive ?",c,other, 77 , 78 , 79 , 80 , 81 
1527,"a pizzeria in castroville creates its own special blend of shredded cheese at a cost of $ 696.05 per kilogram . the blend includes mozzarella , at $ 504.35 per kilogram , and romano cheese , at $ 887.75 per kilogram . if the employees have already shredded 19 kilograms of mozzarella cheese , how many kilograms of romano cheese will they need to shred now ?",a,other, 19 kg , 13 kg , 10 kg , 23 kg , 15 kg 
1528,"the number of people who purchased book a is twice the number of people who purchased book b . the number of people who purchased both books a and b is 500 , which is twice the number of people who purchased only book b . what is the number of people b who purchased only book a ?",d,other, 250 , 500 , 750 , 1000 , 1500 
1529,"ratio between rahul and deepak is 4 : 3 , after 6 years rahul age will be 50 years . what is deepak present age",c,other, 14 , 15 , 33 , 22 , 23 
1530,how many factors of 880 are odd numbers greater than 1 ?,a,other, 3 , 4 , 5 , 6 , 7 
1531,in what ratio must tea at rs . 62 per kg be mixed with tea at rs . 72 per kg so that the mixture must be worth rs . 67 per kg ?,e,other, 3 : 1 , 3 : 2 , 4 : 3 , 5 : 3 , 1 : 1 
1532,"a bottle contains a certain solution . in the bottled solution , the ratio of water to soap is 3 : 4 , and the ratio of soap to salt is four times this ratio . the solution is poured into an open container , and after some time , the ratio of water to soap in the open container is halved by water evaporation . at that time , what is the ratio of water to salt in the solution ?",d,other, 3 : 8 , 3 : 9 , 3 : 4 , 3 : 12 , 4 : 12 
1533,"in a group of people , if 30 people were made to stand in each column , 16 columns could be formed . if 12 people were made to stand in a column , how many columns could be formed ?",c,other, 20 , 30 , 40 , 50 , 60 
1534,"the number of stamps that kaye and alberto had were in the ration of 5 : 3 respectively . after kaye gave alberto 15 of her stamps , the ration of the number of kaye had to the number of alberto had was 4 : 3 . as a result of the gift , kaye had how many more stamps than alberto ?",c,other, 20 , 30 , 70 , 60 , 90 
1535,"two assembly line inspectors , lauren and steven , inspect widgets as they come off the assembly line . if lauren inspects every fifth widget , starting with the fifth , and steven inspects every third , starting with the third , how many of the 99 widgets produced in the first hour of operation are not inspected by either inspector ?",e,other, 35 , 40 , 45 , 50 , 55 
1536,"a certain university will select 3 of 7 candidates eligible to fill a position in the mathematics department and 5 of 8 candidates eligible to fill 2 identical positions in the computer science department . if none of the candidates is eligible for a position in both departments , how many different sets of 3 candidates are there to fill the 3 positions ?",e,other, 42232 , 42170 , 14008 , 16510 , 41160 
1537,three numbers are in the ratio of 2 : 3 : 4 and their l . c . m . is 300 . what is their h . c . f . ?,b,other, 20 , 25 , 30 , 60 , 75 
1538,log 3 n + log 5 n what is 3 digit number n that will be whole number,d,other, 629 , 729 , 829 , 125 , 727 
1539,"at a garage sale , all of the items were sold at different prices . if the price of a radio sold at the garage sale was both the 18 th highest price and the 25 th lowest price among the prices of the items sold , how many items were sold at the garage sale ?",b,other, 41 , 42 , 43 , 44 , 45 
1540,"if x and y are both odd prime numbers and x < y , how many distinct positive integer t factors does 2 xy have ?",d,other, 3 , 4 , 6 , 8 , 12 
1541,"in a sports club with 27 members , 17 play badminton and 19 play tennis and 2 do not play either . how many members play both badminton and tennis ?",e,other, 7 , 8 , 9 , 10 , 11 
1542,"the compound ratio of 1 : 3 , 1 : 2 and 1 : 5 ?",a,other, 1 : 30 , 1 : 5 , 1 : 7 , 1 : 1 , 1 : 6 
1543,"each factor of 200 is inscribed on its own plastic ball , and all of the balls are placed in a jar . if a ball is randomly selected from the jar , what is the probability that the ball is inscribed with a multiple of 40 ?",a,other, 1 / 6 , 5 / 42 , 1 / 8 , 3 / 16 , 1 / 4 
1544,"a certain bag contains 100 balls — 50 white , 30 green , 10 yellow , 7 red , and 3 purple . if a ball is to be chosen at random , what is the probability that the ball will be neither red nor purple ?",a,other, 0.9 , 0.75 , 0.6 , 0.8 , 0.5 
1545,"if 7 and 6 are factors of 60 n , what is the minimum value of n ?",c,other, 2 , 3 , 7 , 14 , 56 
